1234123412341230 | 1234567890 | 100.00 | 2009-01-01
1234123412340000 | 1234567890 | 110.00 | 2009-01-02
1234123412340000 | 1234567890 | 120.00 | 2009-01-03
1234123412340000 | 1234567890 | 130.00 | 2009-01-04
1234123412340000 | 1234567890 | 140.00 | 2009-01-05
1234123412340010 | 1234567890 | 150.00 | 2009-01-06
1234123412340010 | 1234567890 | 160.00 | 2009-01-07
1234123412340010 | 1234567890 | 170.00 | 2009-01-08
1234123412340010 | 1234567890 | 180.00 | 2009-01-09
1234123412340010 | 1234567890 | 190.00 | 2009-01-10
1234123412340010 | 1234567890 | 100.00 | 2009-01-11
1234123412340010 | 1234567890 | 110.00 | 2009-01-12
1234123412340010 | 1234567890 | 120.00 | 2009-01-13
1234123412340010 | 1234567890 | 130.00 | 2009-01-14
1234123412340010 | 1234567890 | 140.00 | 2009-01-15
1234123412340020 | 1234567890 | 150.00 | 2009-01-16
1234123412340020 | 1234567890 | 160.00 | 2009-01-17
1234123412340020 | 1234567890 | 170.00 | 2009-01-18
1234123412340020 | 1234567890 | 180.00 | 2009-01-19
1234123412340020 | 1234567890 | 190.00 | 2009-01-20
1234123412340020 | 1234567890 | 100.00 | 2009-01-21
1234123412340000 | 1234567890 | 110.00 | 2009-01-22
1234123412340000 | 1234567890 | 120.00 | 2009-01-23
1234123412340000 | 1234567890 | 130.00 | 2009-01-24
1234123412340000 | 1234567890 | 140.00 | 2009-01-25
1234123412340010 | 1234567890 | 150.00 | 2009-01-26
1234123412340010 | 1234567890 | 160.00 | 2009-01-27
1234123412340010 | 1234567890 | 170.00 | 2009-01-28
1234123412340010 | 1234567890 | 180.00 | 2009-01-29
1234123412340010 | 1234567890 | 190.00 | 2009-01-30
1234123412340010 | 1234567890 | 100.00 | 2009-01-31
