100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
100,1234123412341234,1234567890,2007/02/12
